,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
17,21,2019-07-07,Running,False,Morton Running,6.89,731,01:00:00,138,152,2.5,170,174,0 days 00:08:43,0 days 00:07:50,61,55,1.09,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:00:00,0:00,0.0,0:00,No,07:31.74,7,0.0,4,garmin,0,8.853410740203193,0.7885714285714286,10.095602294455066,6.8833652007648185,10.095616486837779,12.802412211569646
18,23,2019-07-08,Running,False,Morton Running,10.32,"1,068",01:19:26,148,170,3.4,171,176,0 days 00:07:42,0 days 00:06:39,49,26,1.22,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:19:26,0:00,0.0,0:00,No,02:28.90,11,0.0,4,garmin,0,4.7480620155038755,0.8457142857142858,11.428571428571427,7.792207792207792,11.428576049473701,13.513518977418228
19,24,2019-07-10,Running,False,Morton Running,6.01,733,00:50:02,149,172,3.3,169,174,0 days 00:08:20,0 days 00:07:34,42,40,1.14,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,50:02,0:00,0.0,0:00,No,00:03.08,7,0.0,4,garmin,0,6.988352745424293,0.8514285714285714,10.559999999999999,7.199999999999999,10.5600092494418,12.402695427196745
20,25,2019-07-12,Running,False,Aspen Running,3.02,377,00:27:23,145,165,2.5,170,176,0 days 00:09:05,0 days 00:07:14,99,99,1.04,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,27:23,0:00,0.0,0:00,No,03:47.89,4,0.0,4,garmin,0,32.78145695364238,0.8285714285714286,9.688073394495412,6.605504587155963,9.688260114950715,11.692727724940518
21,26,2019-07-13,Running,False,Aspen Running,0.54,71,00:05:14.6,0,0,0.0,170,175,0 days 00:09:46,0 days 00:08:09,12,0,0.97,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,5:14.6,0:00,0.0,0:00,No,00:00.00,1,0.0,4,garmin,1,22.22222222222222,0.0,9.010238907849828,6.143344709897611,9.010318709434411,inf
22,27,2019-07-13,Running,False,Aspen Running,26.03,"3,460",02:59:55,0,0,0.0,174,193,0 days 00:06:55,0 days 00:04:25,450,"1,760",1.34,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:59:55,0:00,0.0,0:00,No,00:08.56,27,0.0,4,garmin,1,17.287744909719553,0.0,12.722891566265059,8.674698795180722,12.722959762989017,inf
23,28,2019-07-13,Running,False,Basalt Running,0.21,23,00:02:57.8,0,0,0.0,162,174,0 days 00:14:26,0 days 00:09:51,0,0,0.69,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:57.8,0:00,0.0,0:00,No,00:00.00,1,0.0,4,garmin,1,0.0,0.0,6.096997690531177,4.157043879907621,6.096997690531177,inf
24,29,2019-07-16,Running,False,Morton Running,2.72,366,00:20:38,0,0,0.0,171,176,0 days 00:07:34,0 days 00:07:05,19,20,1.25,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,20:38,0:00,0.0,0:00,No,05:17.25,3,0.0,4,garmin,0,6.985294117647058,0.0,11.629955947136564,7.929515418502203,11.629966124831581,inf
25,30,2019-07-18,Running,False,Morton Running,5.56,660,00:43:06,155,175,3.8,170,176,0 days 00:07:45,0 days 00:07:18,42,39,1.22,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,43:06,0:00,0.0,0:00,No,04:17.18,6,0.0,4,garmin,0,7.553956834532374,0.8857142857142857,11.354838709677418,7.741935483870968,11.354850330367109,12.819992308478994
26,31,2019-07-19,Running,False,Morton Running,5.32,614,00:41:38,152,174,3.6,171,178,0 days 00:07:50,0 days 00:07:18,51,43,1.2,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,41:38,0:00,0.0,0:00,No,02:26.62,6,0.0,4,garmin,0,9.586466165413533,0.8685714285714285,11.23404255319149,7.659574468085107,11.23406106952325,12.933951889253741
27,32,2019-07-22,Running,False,Morton Running,4.5,465,00:31:02,156,184,3.5,172,185,0 days 00:06:54,0 days 00:05:00,36,32,1.36,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,31:02,0:00,0.0,0:00,No,03:14.97,5,0.0,4,garmin,0,8.0,0.8914285714285715,12.753623188405795,8.695652173913043,12.753637827542468,14.30696551166623
28,33,2019-07-27,Running,False,Camden County Running,2.71,361,00:20:04,0,0,0.0,171,192,0 days 00:07:24,0 days 00:05:03,198,187,1.27,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,20:04,0:00,0.0,0:00,No,05:37.61,3,0.0,4,garmin,0,73.06273062730628,0.0,11.89189189189189,8.108108108108107,11.893030368527551,inf
29,34,2019-08-01,Running,False,Morton Running,3.81,424,00:32:25,140,152,2.7,169,179,0 days 00:08:31,0 days 00:07:09,18,0,1.12,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,32:25,0:00,0.0,0:00,No,06:50.23,4,0.0,4,garmin,0,4.724409448818897,0.8,10.332681017612524,7.045009784735812,10.332685153894651,12.915856442368314
30,35,2019-08-02,Running,False,Morton Running,3.75,450,00:31:25,147,164,3.2,169,175,0 days 00:08:23,0 days 00:07:28,26,23,1.14,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,31:25,0:00,0.0,0:00,No,06:01.26,4,0.0,4,garmin,0,6.933333333333334,0.84,10.497017892644136,7.1570576540755475,10.497026942716879,12.496460646091522
31,37,2019-08-05,Running,False,Morton Running,3.63,419,00:29:33,146,160,3.2,169,174,0 days 00:08:09,0 days 00:06:56,57,50,1.17,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,29:33,0:00,0.0,0:00,No,05:05.72,4,0.0,4,garmin,0,15.702479338842975,0.8342857142857143,10.797546012269937,7.361963190184048,10.797593761098755,12.942321288988234
32,38,2019-08-08,Running,False,Steamboat Springs Running,5.11,633,00:40:32,159,173,4.1,169,177,0 days 00:07:56,0 days 00:07:33,52,67,1.2,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,40:32,0:00,0.0,0:00,No,00:50.72,6,0.0,4,garmin,0,10.176125244618394,0.9085714285714286,11.092436974789916,7.563025210084033,11.092457576041832,12.208679722058621
33,39,2019-08-10,Running,False,Jackson County Running,5.71,543,02:31:48,0,0,0.0,107,228,0 days 00:26:35,0 days 00:08:19,1016,997,0.57,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:31:48,0:00,0.0,0:00,No,13:45.46,6,0.0,4,garmin,0,177.9334500875657,0.0,3.310344827586207,2.2570532915360504,3.3122240030957935,inf
34,40,2019-08-11,Running,False,Steamboat Springs Running,8.25,"1,269",01:50:34,154,183,4.4,142,239,0 days 00:13:24,0 days 00:06:40,2205,"2,195",0.83,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:50:34,0:00,0.0,0:00,No,02:01.16,9,0.0,4,garmin,0,267.27272727272725,0.88,6.567164179104476,4.477611940298507,6.5755725407973635,7.472241523633367
35,41,2019-08-15,Running,False,Morton Running,6.17,680,00:51:39,145,162,3.3,168,174,0 days 00:08:22,0 days 00:07:50,54,51,1.14,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,51:39,0:00,0.0,0:00,No,01:27.75,7,0.0,4,garmin,0,8.752025931928687,0.8285714285714286,10.51792828685259,7.171314741035856,10.517942736234096,12.694068819592873
36,42,2019-08-18,Running,False,Morton - Mixed Fartlek,7.66,942,00:59:14,165,193,5.0,168,184,0 days 00:07:44,0 days 00:05:17,59,49,1.24,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,59:14,0:00,0.0,0:00,No,01:00.00,16,0.0,4,garmin,0,7.702349869451697,0.9428571428571428,11.379310344827585,7.758620689655173,11.379322452602931,12.06897835882129
37,43,2019-08-19,Running,False,Morton Running,3.77,436,00:33:21,143,157,3.0,167,171,0 days 00:08:51,0 days 00:07:02,19,18,1.1,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,33:21,0:00,0.0,0:00,No,06:50.02,4,0.0,4,garmin,0,5.039787798408488,0.8171428571428572,9.943502824858758,6.779661016949153,9.943507354522497,12.16862788140865
38,44,2019-08-21,Running,False,Morton Running,4.52,548,00:39:05,149,169,3.4,166,173,0 days 00:08:39,0 days 00:07:50,36,30,1.12,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,39:05,0:00,0.0,0:00,No,04:35.18,5,0.0,4,garmin,0,7.964601769911505,0.8514285714285714,10.173410404624278,6.936416184971098,10.173421978974222,11.948649975305294
39,45,2019-08-22,Running,False,Morton - 15x600,5.26,558,00:39:57,154,185,3.7,168,188,0 days 00:07:36,0 days 00:05:01,26,30,1.25,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,39:57,0:00,0.0,0:00,No,01:24.08,17,0.0,4,garmin,0,4.942965779467681,0.88,11.578947368421053,7.894736842105264,11.57895244237302,13.157900502696613
40,46,2019-08-23,Running,False,Glen Carbon Running,4.11,551,00:33:48,0,0,0.0,167,180,0 days 00:08:13,0 days 00:07:12,44,42,1.17,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,33:48,0:00,0.0,0:00,No,00:57.43,5,0.0,4,garmin,0,10.70559610705596,0.0,10.709939148073023,7.302231237322515,10.709961162654093,inf
41,47,2019-08-26,Running,False,Morton - 2 @ 10k RP + 20x30H30E,8.2,935,01:01:26,163,183,4.8,169,188,0 days 00:07:30,0 days 00:05:02,52,49,1.27,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:01:26,0:00,0.0,0:00,No,00:00.88,48,0.0,4,garmin,0,6.341463414634147,0.9314285714285714,11.733333333333333,8.0,11.733341795905668,12.597146099898724
42,48,2019-08-27,Running,False,Morton Running,4.04,457,00:34:49,143,155,2.8,167,171,0 days 00:08:37,0 days 00:07:44,20,15,1.12,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,34:49,0:00,0.0,0:00,No,00:19.96,5,0.0,4,garmin,0,4.9504950495049505,0.8171428571428572,10.212765957446807,6.963249516441006,10.212770446375478,12.4981456511588
43,49,2019-08-28,Running,False,Morton Running,5.01,583,00:41:58,147,162,3.2,168,175,0 days 00:08:23,0 days 00:07:12,35,32,1.15,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,41:58,0:00,0.0,0:00,No,00:05.59,6,0.0,4,garmin,0,6.986027944111777,0.84,10.497017892644136,7.1570576540755475,10.497027080804015,12.49646081048097
44,50,2019-08-30,Running,False,Morton Running,6.28,682,00:46:19,154,186,3.8,170,177,0 days 00:07:22,0 days 00:05:32,49,47,1.28,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,46:19,0:00,0.0,0:00,No,02:11.26,7,0.0,4,garmin,0,7.802547770700636,0.88,11.945701357466064,8.144796380090499,11.945714400734971,13.57467545538065
45,51,2019-08-31,Running,False,Glen Carbon Running,5.55,633,00:43:50,151,166,3.2,169,174,0 days 00:07:54,0 days 00:06:44,37,37,1.21,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,43:50,0:00,0.0,0:00,No,04:21.78,6,0.0,4,garmin,0,6.666666666666667,0.8628571428571429,11.139240506329113,7.594936708860759,11.139249385553862,12.909726109085602
46,52,2019-09-02,Running,False,Morton Running,6.42,689,00:54:41,140,163,2.7,167,175,0 days 00:08:31,0 days 00:07:27,60,57,1.13,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,54:41,0:00,0.0,0:00,No,03:41.46,7,0.0,4,garmin,0,9.345794392523365,0.8,10.332681017612524,7.045009784735812,10.33269720390137,12.915871504876712
47,53,2019-09-04,Running,False,Morton Running,5.17,573,00:39:28,151,181,3.2,169,195,0 days 00:07:39,0 days 00:04:52,31,23,1.24,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,39:28,0:00,0.0,0:00,No,01:20.81,6,0.0,4,garmin,0,5.996131528046422,0.8628571428571429,11.503267973856207,7.8431372549019605,11.50327539149289,13.331610553054674
48,54,2019-09-05,Running,False,Morton Running,4.2,466,00:35:47,141,153,2.5,169,178,0 days 00:08:31,0 days 00:07:28,24,23,1.12,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,35:47,0:00,0.0,0:00,No,01:47.24,5,0.0,4,garmin,0,5.714285714285714,0.8057142857142857,10.332681017612524,7.045009784735812,10.332687068776993,12.824257000255134
49,55,2019-09-07,Running,False,Scott County Running,10.19,"1,355",01:32:33,0,0,0.0,167,179,0 days 00:09:05,0 days 00:05:39,454,435,1.06,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:32:33,0:00,0.0,0:00,No,01:30.55,11,0.0,4,garmin,0,44.553483807654565,0.0,9.688073394495412,6.605504587155963,9.68841829607766,inf
50,56,2019-09-08,Running,False,Morton Running,3.44,451,00:33:12,0,0,0.0,167,194,0 days 00:09:38,0 days 00:07:07,68,64,1.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,33:12,0:00,0.0,0:00,No,04:16.46,4,0.0,4,garmin,0,19.767441860465116,0.0,9.134948096885813,6.228373702422146,9.13501211570536,inf
51,57,2019-09-11,Running,False,Irvine Running,7.26,967,00:57:39,0,0,0.0,169,181,0 days 00:07:57,0 days 00:06:43,67,67,1.2,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,57:39,0:00,0.0,0:00,No,02:06.85,8,0.0,4,garmin,0,9.228650137741047,0.0,11.069182389937106,7.547169811320755,11.069199297995345,inf
52,58,2019-09-13,Running,False,Morton Running,0.28,35,00:02:27.7,0,0,0.0,168,172,0 days 00:08:56,0 days 00:08:33,0,0,1.07,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:27.7,0:00,0.0,0:00,No,00:00.00,1,0.0,4,garmin,0,0.0,0.0,9.850746268656716,6.716417910447761,9.850746268656716,inf
53,59,2019-09-14,Running,False,Morton Running,0.27,34,00:03:11.2,0,0,0.0,158,171,0 days 00:11:55,0 days 00:07:59,0,0,0.86,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,3:11.2,0:00,0.0,0:00,No,00:00.00,1,0.0,4,garmin,1,0.0,0.0,7.384615384615384,5.034965034965035,7.384615384615384,inf
54,60,2019-09-14,Running,False,Morton Running,6.22,804,00:36:51,0,0,0.0,174,187,0 days 00:05:56,0 days 00:05:00,56,59,1.56,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,36:51,0:00,0.0,0:00,No,01:12.18,7,0.0,4,garmin,1,9.003215434083602,0.0,14.8314606741573,10.112359550561797,14.831482235760665,inf
55,61,2019-09-14,Running,False,Morton Running,1.67,220,00:16:51,0,0,0.0,166,174,0 days 00:10:05,0 days 00:07:29,10,0,0.96,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,16:51,0:00,0.0,0:00,No,05:54.85,2,0.0,4,garmin,1,5.9880239520958085,0.0,8.727272727272727,5.950413223140496,8.727278339659923,inf
