date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_bike_cadence,max_bike_cadence,training_stress_scoreâ,grit,flow,total_strokes,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2018-07-29,Treadmill Running,False,Treadmill Running,5.0,526,0:54:36,174,184,165,172,10:55,8:54,0,0,0.7,0,0,0,0,0,0,0,0,0,0,2:6:36,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:10:55,0 days 00:10:55
2018-07-30,Strength Training,False,Strength,0.0,214,0:43:01,105,158,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19,1,1:19:01,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,00:00:00,00:00:00
2018-07-31,Running,False,Longview Running,3.0,381,0:35:47,168,185,161,184,11:56,7:11,128,131,0.84,0,0,0,0,0,0,0,0,0,0,1:11:47,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:11:56,0 days 00:11:56
2018-08-01,Running,False,Longview Running,1.0,105,0:09:45,157,185,169,178,9:45,8:56,30,30,0.98,0,0,0,0,0,0,0,0,0,0,9:45.4,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:09:45,0 days 00:09:45
2018-08-03,Indoor Running,False,Indoor Running,2.0,202,0:19:15,154,181,164,178,9:38,9:09,0,0,0.8,0,0,0,0,0,0,0,0,0,0,19:15,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:09:38,0 days 00:09:38
2018-08-06,Running,False,Longview Running,2.0,244,0:24:01,164,183,161,171,12:01,9:55,52,59,0.83,0,0,0,0,0,0,0,0,0,0,1:0:01:00.000,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:12:01,0 days 00:12:01
2018-08-07,Treadmill Running,False,Treadmill Running,4.5,596,0:52:38,167,186,154,172,11:42,9:01,0,0,0.73,0,0,0,0,0,0,0,0,0,0,2:4:38,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:11:42,0 days 00:11:42
2018-08-09,Treadmill Running,False,Treadmill Running,3.0,377,0:35:06,158,179,159,173,11:42,9:09,0,0,0.71,0,0,0,0,0,0,0,0,0,0,1:11:06:00.000,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:11:42,0 days 00:11:42
2018-08-12,Running,False,Washoe County Running,5.0,544,0:57:49,154,175,162,178,11:33,9:24,154,213,0.86,0,0,0,0,0,0,0,0,0,0,2:9:49,0:00,0,0:00,No,00:00.00,6,0,10,garmin,0,0 days 00:11:33,0 days 00:11:33
2018-08-18,Treadmill Running,False,Treadmill Running,2.0,215,0:20:14,156,191,167,180,10:07,8:04,0,0,0.74,0,0,0,0,0,0,0,0,0,0,20:14,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:10:07,0 days 00:10:07
2018-08-19,Treadmill Running,False,Treadmill Running,3.0,357,0:30:15,172,190,169,178,10:05,6:47,0,0,0.73,0,0,0,0,0,0,0,0,0,0,1:6:15,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:10:05,0 days 00:10:05
2018-08-20,Running,False,Longview Running,2.0,233,0:22:22,163,185,162,169,11:11,9:55,52,59,0.89,0,0,0,0,0,0,0,0,0,0,22:22,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:11:11,0 days 00:11:11
2018-08-22,Treadmill Running,False,Treadmill Running,3.0,342,0:29:41,169,189,166,178,9:54,6:34,0,0,0.91,0,0,0,0,0,0,0,0,0,0,1:5:41,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:09:54,0 days 00:09:54
2018-08-26,Indoor Running,False,Indoor Running,4.04,414,0:39:23,157,182,163,172,9:45,8:52,0,0,1.01,0,0,0,0,0,0,0,0,0,0,1:15:23,0:00,0,0:00,No,00:00.00,5,0,10,garmin,0,0 days 00:09:45,0 days 00:09:45
2018-08-29,Indoor Running,False,Indoor Running,2.0,228,0:21:15,159,177,160,172,10:38,8:56,0,0,0.94,0,0,0,0,0,0,0,0,0,0,21:15,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:10:38,0 days 00:10:38
2018-08-31,Treadmill Running,False,Treadmill Running,3.0,340,0:30:36,164,187,165,176,10:12,6:32,0,0,0.94,0,0,0,0,0,0,0,0,0,0,1:6:36:00.000,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:10:12,0 days 00:10:12
2018-09-02,Treadmill Running,False,Treadmill Running,6.2,765,1:13:40,159,184,148,249,11:53,7:02,0,0,0.81,0,0,0,0,0,0,0,0,0,0,1:13:40,0:00,0,0:00,No,00:00.00,6,0,10,garmin,0,0 days 00:11:53,0 days 00:11:53
2018-09-04,Treadmill Running,False,Treadmill Running,3.0,359,0:31:59,166,185,164,176,10:40,6:20,0,0,0.91,0,0,0,0,0,0,0,0,0,0,1:7:59,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:10:40,0 days 00:10:40
2018-09-05,Indoor Running,False,Indoor Running,3.0,327,0:36:01,148,186,147,188,12:00,6:33,0,0,0.87,0,0,0,0,0,0,0,0,0,0,1:12:01:00.000,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:12:00,0 days 00:12:00
2018-09-06,Running,False,Longview Running,2.03,232,0:23:21,160,183,161,168,11:31,10:34,62,66,0.87,0,0,0,0,0,0,0,0,0,0,23:21,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:11:31,0 days 00:11:31
2018-09-06,Running,False,Longview Running,1.0,104,0:13:45,133,155,124,239,13:47,10:18,33,26,0.94,0,0,0,0,0,0,0,0,0,0,13:45,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:13:47,0 days 00:13:47
2018-09-08,Treadmill Running,False,Treadmill Running,4.0,488,0:43:16,169,185,165,174,10:49,8:36,0,0,0.73,0,0,0,0,0,0,0,0,0,0,1:19:16,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:10:49,0 days 00:10:49
2018-09-10,Running,False,Longview Running,4.28,438,1:00:20,139,170,134,248,14:07,8:41,253,266,0.85,0,0,0,0,0,0,0,0,0,0,1:00:20,0:00,0,0:00,No,00:00.00,5,0,10,garmin,0,0 days 00:14:07,0 days 00:14:07
2018-09-11,Running,False,Longview Running,3.0,336,0:31:49,163,187,164,172,10:37,9:09,85,69,0.93,0,0,0,0,0,0,0,0,0,0,1:7:49,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:10:37,0 days 00:10:37
2018-09-14,Running,False,Longview Running,3.13,355,0:41:24,146,180,136,168,13:12,10:16,92,112,1.0,0,0,0,0,0,0,0,0,0,0,1:17:24,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:13:12,0 days 00:13:12
2018-09-14,Running,False,Longview Running,2.0,226,0:24:31,153,169,150,226,12:16,10:29,49,39,0.88,0,0,0,0,0,0,0,0,0,0,1:0:31,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:12:16,0 days 00:12:16
2018-09-15,Running,False,Longview Running,3.0,321,0:39:28,143,159,145,170,13:10,10:56,194,207,0.84,0,0,0,0,0,0,0,0,0,0,1:15:28,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:13:10,0 days 00:13:10
2018-09-18,Treadmill Running,False,Treadmill Running,2.0,226,0:22:06,157,186,165,170,11:03,9:57,0,0,0.77,0,0,0,0,0,0,0,0,0,0,22:06,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:11:03,0 days 00:11:03
2018-09-19,Treadmill Running,False,Treadmill Running,0.85,103,0:10:49,147,162,167,172,12:42,7:59,0,0,0.76,0,0,0,0,0,0,0,0,0,0,10:49,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:12:42,0 days 00:12:42
2018-09-21,Treadmill Running,False,Treadmill Running,4.0,499,0:46:04,168,188,156,170,11:31,9:29,0,0,0.72,0,0,0,0,0,0,0,0,0,0,1:22:04,0:00,0,0:00,No,00:00.00,4,0,10,garmin,0,0 days 00:11:31,0 days 00:11:31
2018-09-21,Indoor Running,False,Indoor Running,2.0,268,0:27:45,150,166,121,172,13:52,10:01,0,0,0.71,0,0,0,0,0,0,0,0,0,0,1:3:45,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:13:52,0 days 00:13:52
2018-09-22,Treadmill Running,False,Treadmill Running,1.0,114,0:11:29,152,180,162,168,11:29,9:35,0,0,0.74,0,0,0,0,0,0,0,0,0,0,11:29,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:11:29,0 days 00:11:29
2018-09-22,Treadmill Running,False,Treadmill Running,1.0,123,0:11:56,159,174,162,169,11:56,11:56,0,0,0.72,0,0,0,0,0,0,0,0,0,0,11:56,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:11:56,0 days 00:11:56
2018-09-23,Treadmill Running,False,Treadmill Running,1.0,108,0:10:55,152,161,164,171,10:55,11:38,0,0,0.73,0,0,0,0,0,0,0,0,0,0,10:55,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:10:55,0 days 00:10:55
2018-09-25,Treadmill Running,False,Treadmill Running,5.0,605,0:56:54,165,181,165,173,11:23,10:43,0,0,0.72,0,0,0,0,0,0,0,0,0,0,2:8:54:00.000,0:00,0,0:00,No,00:00.00,5,0,10,garmin,0,0 days 00:11:23,0 days 00:11:23
2018-09-25,Treadmill Running,False,Treadmill Running,2.0,257,0:26:04,153,167,133,186,13:02,8:27,0,0,0.66,0,0,0,0,0,0,0,0,0,0,1:2:04,0:00,0,0:00,No,00:00.00,2,0,10,garmin,0,0 days 00:13:02,0 days 00:13:02
2018-09-26,Running,False,Dallas Running,2.1,250,0:26:19,157,181,138,174,12:33,8:17,39,56,0.94,0,0,0,0,0,0,0,0,0,0,1:2:19,0:00,0,0:00,No,00:00.00,3,0,10,garmin,0,0 days 00:12:33,0 days 00:12:33
